35.662109,139.761875
35.660888,139.760802
35.659389,139.759815
35.658125,139.759912
35.656608,139.760084
35.654900,139.760105
35.652860,139.760041
35.650384,139.758989
35.647977,139.757680
35.645658,139.757401
35.642886,139.757659
35.639869,139.757680
35.636242,139.756650
35.638605,139.756167
35.637576,139.760480
35.636495,139.763634
35.636059,139.764471
35.635379,139.767175
35.635518,139.771895
35.636460,139.777088
35.635614,139.779523
35.633382,139.781605
35.631551,139.784116
35.633644,139.788665
35.635388,139.792312
35.637829,139.796304
35.640933,139.794630
35.643095,139.792827
35.646199,139.790510
35.649294,139.787881
35.651613,139.785456
35.653670,139.783439
35.656242,139.780875
35.658003,139.778901
35.660339,139.776583
35.661768,139.775274
35.664052,139.772967
35.665525,139.771497
35.665891,139.769834
35.664793,139.768579
35.663799,139.767527
35.662884,139.765972
35.663189,139.764362
35.663485,139.763011
